entity,group,value,sequence,variable,unit
G2_15,Group 2,96.010,23,demo_measurement,unit
G2_15,Group 2,112.626,24,demo_measurement,unit
G2_15,Group 2,109.313,25,demo_measurement,unit
G2_15,Group 2,115.033,26,demo_measurement,unit
G2_15,Group 2,112.970,27,demo_measurement,unit
G2_15,Group 2,128.269,28,demo_measurement,unit
G2_15,Group 2,120.018,29,demo_measurement,unit
G2_15,Group 2,104.726,30,demo_measurement,unit
G2_15,Group 2,124.237,31,demo_measurement,unit
G2_15,Group 2,86.247,32,demo_measurement,unit
G2_15,Group 2,121.028,33,demo_measurement,unit
G2_15,Group 2,108.738,34,demo_measurement,unit
G2_15,Group 2,102.254,35,demo_measurement,unit
G2_15,Group 2,88.085,36,demo_measurement,unit
G2_15,Group 2,107.167,37,demo_measurement,unit
G2_15,Group 2,98.462,38,demo_measurement,unit
G2_15,Group 2,96.966,39,demo_measurement,unit
G2_15,Group 2,116.636,40,demo_measurement,unit
G2_15,Group 2,117.439,41,demo_measurement,unit
G2_15,Group 2,103.933,42,demo_measurement,unit
G2_15,Group 2,99.441,43,demo_measurement,unit
G2_15,Group 2,124.765,44,demo_measurement,unit
G2_15,Group 2,113.063,45,demo_measurement,unit
G2_15,Group 2,120.362,46,demo_measurement,unit
G2_15,Group 2,118.730,47,demo_measurement,unit
G2_15,Group 2,91.277,48,demo_measurement,unit
G2_15,Group 2,103.933,49,demo_measurement,unit
G2_15,Group 2,87.748,50,demo_measurement,unit
G2_16,Group 2,94.807,1,demo_measurement,unit
G2_16,Group 2,98.201,2,demo_measurement,unit
G2_16,Group 2,88.497,3,demo_measurement,unit
G2_16,Group 2,102.751,4,demo_measurement,unit
G2_16,Group 2,107.600,5,demo_measurement,unit
G2_16,Group 2,101.060,6,demo_measurement,unit
G2_16,Group 2,114.726,7,demo_measurement,unit
G2_16,Group 2,116.143,8,demo_measurement,unit
G2_16,Group 2,109.422,9,demo_measurement,unit
G2_16,Group 2,111.617,10,demo_measurement,unit
G2_16,Group 2,109.674,11,demo_measurement,unit
G2_16,Group 2,112.546,12,demo_measurement,unit
G2_16,Group 2,106.357,13,demo_measurement,unit
G2_16,Group 2,109.119,14,demo_measurement,unit
G2_16,Group 2,98.245,15,demo_measurement,unit
G2_16,Group 2,119.503,16,demo_measurement,unit
G2_16,Group 2,114.466,17,demo_measurement,unit
G2_16,Group 2,118.072,18,demo_measurement,unit
G2_16,Group 2,145.058,19,demo_measurement,unit
G2_16,Group 2,123.245,20,demo_measurement,unit
G2_16,Group 2,117.419,21,demo_measurement,unit
G2_16,Group 2,121.855,22,demo_measurement,unit
G2_16,Group 2,109.176,23,demo_measurement,unit
G2_16,Group 2,106.287,24,demo_measurement,unit
G2_16,Group 2,101.607,25,demo_measurement,unit
G2_16,Group 2,104.906,26,demo_measurement,unit
G2_16,Group 2,130.201,27,demo_measurement,unit
G2_16,Group 2,130.380,28,demo_measurement,unit
G2_16,Group 2,118.061,29,demo_measurement,unit
G2_16,Group 2,118.031,30,demo_measurement,unit
G2_16,Group 2,101.810,31,demo_measurement,unit
G2_16,Group 2,120.961,32,demo_measurement,unit
G2_16,Group 2,105.214,33,demo_measurement,unit
G2_16,Group 2,101.809,34,demo_measurement,unit
G2_16,Group 2,110.527,35,demo_measurement,unit
G2_16,Group 2,106.896,36,demo_measurement,unit
G2_16,Group 2,130.127,37,demo_measurement,unit
G2_16,Group 2,118.343,38,demo_measurement,unit
G2_16,Group 2,92.975,39,demo_measurement,unit
G2_16,Group 2,113.901,40,demo_measurement,unit
G2_16,Group 2,97.719,41,demo_measurement,unit
G2_16,Group 2,109.065,42,demo_measurement,unit
G2_16,Group 2,106.113,43,demo_measurement,unit
G2_16,Group 2,116.154,44,demo_measurement,unit
G2_16,Group 2,117.060,45,demo_measurement,unit
G2_16,Group 2,120.119,46,demo_measurement,unit
G2_16,Group 2,106.627,47,demo_measurement,unit
G2_16,Group 2,82.899,48,demo_measurement,unit
G2_16,Group 2,91.947,49,demo_measurement,unit
G2_16,Group 2,103.152,50,demo_measurement,unit
G2_17,Group 2,88.888,1,demo_measurement,unit
G2_17,Group 2,116.425,2,demo_measurement,unit
G2_17,Group 2,98.185,3,demo_measurement,unit
G2_17,Group 2,85.717,4,demo_measurement,unit
G2_17,Group 2,121.941,5,demo_measurement,unit
G2_17,Group 2,79.435,6,demo_measurement,unit
G2_17,Group 2,132.439,7,demo_measurement,unit
G2_17,Group 2,112.122,8,demo_measurement,unit
G2_17,Group 2,85.059,9,demo_measurement,unit
G2_17,Group 2,103.837,10,demo_measurement,unit
G2_17,Group 2,98.639,11,demo_measurement,unit
G2_17,Group 2,125.188,12,demo_measurement,unit
G2_17,Group 2,118.017,13,demo_measurement,unit
G2_17,Group 2,99.146,14,demo_measurement,unit
G2_17,Group 2,99.882,15,demo_measurement,unit
G2_17,Group 2,92.883,16,demo_measurement,unit
G2_17,Group 2,102.355,17,demo_measurement,unit
G2_17,Group 2,105.035,18,demo_measurement,unit
G2_17,Group 2,113.071,19,demo_measurement,unit
G2_17,Group 2,134.995,20,demo_measurement,unit
G2_17,Group 2,122.609,21,demo_measurement,unit
G2_17,Group 2,97.955,22,demo_measurement,unit
G2_17,Group 2,114.389,23,demo_measurement,unit
G2_17,Group 2,109.290,24,demo_measurement,unit
G2_17,Group 2,93.826,25,demo_measurement,unit
G2_17,Group 2,114.984,26,demo_measurement,unit
G2_17,Group 2,117.959,27,demo_measurement,unit
G2_17,Group 2,105.534,28,demo_measurement,unit
G2_17,Group 2,105.824,29,demo_measurement,unit
G2_17,Group 2,117.901,30,demo_measurement,unit
G2_17,Group 2,119.189,31,demo_measurement,unit
G2_17,Group 2,97.496,32,demo_measurement,unit
G2_17,Group 2,97.261,33,demo_measurement,unit
G2_17,Group 2,108.900,34,demo_measurement,unit
G2_17,Group 2,108.216,35,demo_measurement,unit
G2_17,Group 2,107.752,36,demo_measurement,unit
G2_17,Group 2,125.249,37,demo_measurement,unit
G2_17,Group 2,82.709,38,demo_measurement,unit
G2_17,Group 2,103.211,39,demo_measurement,unit
G2_17,Group 2,106.887,40,demo_measurement,unit
G2_17,Group 2,97.352,41,demo_measurement,unit
G2_17,Group 2,96.526,42,demo_measurement,unit
G2_17,Group 2,106.412,43,demo_measurement,unit
G2_17,Group 2,111.599,44,demo_measurement,unit
G2_17,Group 2,114.852,45,demo_measurement,unit
G2_17,Group 2,105.847,46,demo_measurement,unit
G2_17,Group 2,112.085,47,demo_measurement,unit
G2_17,Group 2,92.322,48,demo_measurement,unit
G2_17,Group 2,111.731,49,demo_measurement,unit
G2_17,Group 2,96.819,50,demo_measurement,unit
G2_18,Group 2,116.567,1,demo_measurement,unit
G2_18,Group 2,109.446,2,demo_measurement,unit
G2_18,Group 2,116.784,3,demo_measurement,unit
G2_18,Group 2,106.805,4,demo_measurement,unit
G2_18,Group 2,107.385,5,demo_measurement,unit
G2_18,Group 2,111.398,6,demo_measurement,unit
G2_18,Group 2,116.196,7,demo_measurement,unit
G2_18,Group 2,119.285,8,demo_measurement,unit
G2_18,Group 2,99.794,9,demo_measurement,unit
G2_18,Group 2,102.760,10,demo_measurement,unit
G2_18,Group 2,118.263,11,demo_measurement,unit
G2_18,Group 2,82.592,12,demo_measurement,unit
G2_18,Group 2,117.813,13,demo_measurement,unit
G2_18,Group 2,109.229,14,demo_measurement,unit
G2_18,Group 2,101.975,15,demo_measurement,unit
G2_18,Group 2,105.208,16,demo_measurement,unit
G2_18,Group 2,121.966,17,demo_measurement,unit
G2_18,Group 2,125.549,18,demo_measurement,unit
G2_18,Group 2,106.088,19,demo_measurement,unit
G2_18,Group 2,120.064,20,demo_measurement,unit
G2_18,Group 2,109.341,21,demo_measurement,unit
G2_18,Group 2,66.854,22,demo_measurement,unit
G2_18,Group 2,103.139,23,demo_measurement,unit
G2_18,Group 2,116.464,24,demo_measurement,unit
G2_18,Group 2,112.183,25,demo_measurement,unit
G2_18,Group 2,97.627,26,demo_measurement,unit
G2_18,Group 2,115.446,27,demo_measurement,unit
G2_18,Group 2,101.184,28,demo_measurement,unit
G2_18,Group 2,80.563,29,demo_measurement,unit
G2_18,Group 2,96.984,30,demo_measurement,unit
G2_18,Group 2,91.262,31,demo_measurement,unit
G2_18,Group 2,114.229,32,demo_measurement,unit
G2_18,Group 2,96.006,33,demo_measurement,unit
G2_18,Group 2,107.474,34,demo_measurement,unit
G2_18,Group 2,103.137,35,demo_measurement,unit
G2_18,Group 2,107.658,36,demo_measurement,unit
G2_18,Group 2,100.414,37,demo_measurement,unit
G2_18,Group 2,100.727,38,demo_measurement,unit
G2_18,Group 2,101.903,39,demo_measurement,unit
G2_18,Group 2,94.452,40,demo_measurement,unit
G2_18,Group 2,107.496,41,demo_measurement,unit
G2_18,Group 2,100.768,42,demo_measurement,unit
G2_18,Group 2,90.596,43,demo_measurement,unit
G2_18,Group 2,116.199,44,demo_measurement,unit
G2_18,Group 2,105.241,45,demo_measurement,unit
G2_18,Group 2,101.863,46,demo_measurement,unit
G2_18,Group 2,96.342,47,demo_measurement,unit
G2_18,Group 2,107.626,48,demo_measurement,unit
G2_18,Group 2,109.468,49,demo_measurement,unit
G2_18,Group 2,102.886,50,demo_measurement,unit
G2_19,Group 2,125.531,1,demo_measurement,unit
G2_19,Group 2,100.445,2,demo_measurement,unit
G2_19,Group 2,97.680,3,demo_measurement,unit
G2_19,Group 2,95.061,4,demo_measurement,unit
G2_19,Group 2,111.033,5,demo_measurement,unit
G2_19,Group 2,92.348,6,demo_measurement,unit
G2_19,Group 2,74.606,7,demo_measurement,unit
G2_19,Group 2,112.975,8,demo_measurement,unit
G2_19,Group 2,127.288,9,demo_measurement,unit
G2_19,Group 2,116.617,10,demo_measurement,unit
G2_19,Group 2,130.941,11,demo_measurement,unit
G2_19,Group 2,106.371,12,demo_measurement,unit
G2_19,Group 2,125.273,13,demo_measurement,unit
G2_19,Group 2,79.062,14,demo_measurement,unit
G2_19,Group 2,104.151,15,demo_measurement,unit
G2_19,Group 2,117.437,16,demo_measurement,unit
G2_19,Group 2,121.279,17,demo_measurement,unit
G2_19,Group 2,104.397,18,demo_measurement,unit
G2_19,Group 2,89.277,19,demo_measurement,unit
G2_19,Group 2,112.569,20,demo_measurement,unit
G2_19,Group 2,117.753,21,demo_measurement,unit
G2_19,Group 2,111.300,22,demo_measurement,unit
G2_19,Group 2,93.917,23,demo_measurement,unit
G2_19,Group 2,98.749,24,demo_measurement,unit
G2_19,Group 2,81.459,25,demo_measurement,unit
G2_19,Group 2,112.203,26,demo_measurement,unit
G2_19,Group 2,123.408,27,demo_measurement,unit
G2_19,Group 2,117.092,28,demo_measurement,unit
G2_19,Group 2,102.844,29,demo_measurement,unit
G2_19,Group 2,107.962,30,demo_measurement,unit
G2_19,Group 2,103.669,31,demo_measurement,unit
G2_19,Group 2,119.552,32,demo_measurement,unit
G2_19,Group 2,114.177,33,demo_measurement,unit
G2_19,Group 2,105.278,34,demo_measurement,unit
G2_19,Group 2,112.787,35,demo_measurement,unit
G2_19,Group 2,92.396,36,demo_measurement,unit
G2_19,Group 2,95.059,37,demo_measurement,unit
G2_19,Group 2,115.252,38,demo_measurement,unit
G2_19,Group 2,128.971,39,demo_measurement,unit
G2_19,Group 2,104.410,40,demo_measurement,unit
G2_19,Group 2,99.388,41,demo_measurement,unit
G2_19,Group 2,122.868,42,demo_measurement,unit
G2_19,Group 2,119.974,43,demo_measurement,unit
G2_19,Group 2,93.370,44,demo_measurement,unit
G2_19,Group 2,91.813,45,demo_measurement,unit
G2_19,Group 2,114.002,46,demo_measurement,unit
G2_19,Group 2,104.037,47,demo_measurement,unit
G2_19,Group 2,116.012,48,demo_measurement,unit
G2_19,Group 2,89.956,49,demo_measurement,unit
G2_19,Group 2,98.414,50,demo_measurement,unit
G2_20,Group 2,84.764,1,demo_measurement,unit
G2_20,Group 2,102.107,2,demo_measurement,unit
G2_20,Group 2,98.536,3,demo_measurement,unit
G2_20,Group 2,93.908,4,demo_measurement,unit
G2_20,Group 2,102.619,5,demo_measurement,unit
G2_20,Group 2,111.988,6,demo_measurement,unit
G2_20,Group 2,113.968,7,demo_measurement,unit
G2_20,Group 2,108.301,8,demo_measurement,unit
G2_20,Group 2,124.427,9,demo_measurement,unit
G2_20,Group 2,119.900,10,demo_measurement,unit
G2_20,Group 2,124.441,11,demo_measurement,unit
G2_20,Group 2,76.105,12,demo_measurement,unit
G2_20,Group 2,106.568,13,demo_measurement,unit
G2_20,Group 2,123.184,14,demo_measurement,unit
G2_20,Group 2,110.705,15,demo_measurement,unit
G2_20,Group 2,126.413,16,demo_measurement,unit
G2_20,Group 2,104.644,17,demo_measurement,unit
G2_20,Group 2,106.424,18,demo_measurement,unit
G2_20,Group 2,98.382,19,demo_measurement,unit
G2_20,Group 2,108.200,20,demo_measurement,unit
G2_20,Group 2,108.332,21,demo_measurement,unit
G2_20,Group 2,118.308,22,demo_measurement,unit
G2_20,Group 2,104.740,23,demo_measurement,unit
G2_20,Group 2,108.019,24,demo_measurement,unit
G2_20,Group 2,104.992,25,demo_measurement,unit
G2_20,Group 2,109.256,26,demo_measurement,unit
G2_20,Group 2,98.777,27,demo_measurement,unit
G2_20,Group 2,103.388,28,demo_measurement,unit
G2_20,Group 2,117.831,29,demo_measurement,unit
G2_20,Group 2,98.904,30,demo_measurement,unit
G2_20,Group 2,109.793,31,demo_measurement,unit
G2_20,Group 2,88.931,32,demo_measurement,unit
G2_20,Group 2,98.918,33,demo_measurement,unit
G2_20,Group 2,115.552,34,demo_measurement,unit
G2_20,Group 2,99.394,35,demo_measurement,unit
G2_20,Group 2,112.334,36,demo_measurement,unit
G2_20,Group 2,94.911,37,demo_measurement,unit
G2_20,Group 2,130.990,38,demo_measurement,unit
G2_20,Group 2,100.610,39,demo_measurement,unit
G2_20,Group 2,98.490,40,demo_measurement,unit
G2_20,Group 2,115.271,41,demo_measurement,unit
G2_20,Group 2,105.735,42,demo_measurement,unit
G2_20,Group 2,130.270,43,demo_measurement,unit
G2_20,Group 2,100.330,44,demo_measurement,unit
G2_20,Group 2,107.055,45,demo_measurement,unit
G2_20,Group 2,104.295,46,demo_measurement,unit
G2_20,Group 2,104.786,47,demo_measurement,unit
G2_20,Group 2,109.940,48,demo_measurement,unit
G2_20,Group 2,96.347,49,demo_measurement,unit
G2_20,Group 2,92.648,50,demo_measurement,unit
G2_21,Group 2,115.950,1,demo_measurement,unit
G2_21,Group 2,125.170,2,demo_measurement,unit
G2_21,Group 2,105.524,3,demo_measurement,unit
G2_21,Group 2,99.910,4,demo_measurement,unit
G2_21,Group 2,63.449,5,demo_measurement,unit
G2_21,Group 2,99.310,6,demo_measurement,unit
G2_21,Group 2,104.398,7,demo_measurement,unit
G2_21,Group 2,124.814,8,demo_measurement,unit
G2_21,Group 2,95.857,9,demo_measurement,unit
G2_21,Group 2,117.695,10,demo_measurement,unit
G2_21,Group 2,114.494,11,demo_measurement,unit
G2_21,Group 2,133.458,12,demo_measurement,unit
G2_21,Group 2,124.647,13,demo_measurement,unit
G2_21,Group 2,107.108,14,demo_measurement,unit
G2_21,Group 2,93.516,15,demo_measurement,unit
G2_21,Group 2,113.734,16,demo_measurement,unit
G2_21,Group 2,115.358,17,demo_measurement,unit
G2_21,Group 2,108.649,18,demo_measurement,unit
G2_21,Group 2,93.147,19,demo_measurement,unit
G2_21,Group 2,126.675,20,demo_measurement,unit
G2_21,Group 2,119.574,21,demo_measurement,unit
G2_21,Group 2,140.248,22,demo_measurement,unit
G2_21,Group 2,124.441,23,demo_measurement,unit
G2_21,Group 2,96.182,24,demo_measurement,unit
G2_21,Group 2,126.351,25,demo_measurement,unit
G2_21,Group 2,119.517,26,demo_measurement,unit
G2_21,Group 2,127.826,27,demo_measurement,unit
G2_21,Group 2,127.360,28,demo_measurement,unit
G2_21,Group 2,114.032,29,demo_measurement,unit
G2_21,Group 2,92.373,30,demo_measurement,unit
G2_21,Group 2,110.868,31,demo_measurement,unit
G2_21,Group 2,91.201,32,demo_measurement,unit
G2_21,Group 2,112.239,33,demo_measurement,unit
G2_21,Group 2,105.356,34,demo_measurement,unit
G2_21,Group 2,103.075,35,demo_measurement,unit
G2_21,Group 2,100.079,36,demo_measurement,unit
G2_21,Group 2,106.075,37,demo_measurement,unit
G2_21,Group 2,102.150,38,demo_measurement,unit
G2_21,Group 2,95.967,39,demo_measurement,unit
G2_21,Group 2,111.270,40,demo_measurement,unit
G2_21,Group 2,109.600,41,demo_measurement,unit
G2_21,Group 2,123.257,42,demo_measurement,unit
G2_21,Group 2,105.529,43,demo_measurement,unit
G2_21,Group 2,105.354,44,demo_measurement,unit
G2_21,Group 2,99.100,45,demo_measurement,unit
G2_21,Group 2,97.668,46,demo_measurement,unit
G2_21,Group 2,91.651,47,demo_measurement,unit
G2_21,Group 2,87.981,48,demo_measurement,unit
G2_21,Group 2,112.282,49,demo_measurement,unit
G2_21,Group 2,105.998,50,demo_measurement,unit
G2_22,Group 2,100.788,1,demo_measurement,unit
G2_22,Group 2,104.616,2,demo_measurement,unit
G2_22,Group 2,110.245,3,demo_measurement,unit
G2_22,Group 2,110.714,4,demo_measurement,unit
G2_22,Group 2,136.324,5,demo_measurement,unit
G2_22,Group 2,82.407,6,demo_measurement,unit
G2_22,Group 2,108.732,7,demo_measurement,unit
G2_22,Group 2,105.154,8,demo_measurement,unit
G2_22,Group 2,107.320,9,demo_measurement,unit
G2_22,Group 2,115.344,10,demo_measurement,unit
G2_22,Group 2,109.898,11,demo_measurement,unit
G2_22,Group 2,99.823,12,demo_measurement,unit
G2_22,Group 2,111.860,13,demo_measurement,unit
G2_22,Group 2,97.787,14,demo_measurement,unit
G2_22,Group 2,105.114,15,demo_measurement,unit
G2_22,Group 2,86.650,16,demo_measurement,unit
G2_22,Group 2,86.466,17,demo_measurement,unit
G2_22,Group 2,129.967,18,demo_measurement,unit
G2_22,Group 2,94.718,19,demo_measurement,unit
G2_22,Group 2,104.954,20,demo_measurement,unit
G2_22,Group 2,98.735,21,demo_measurement,unit
G2_22,Group 2,105.974,22,demo_measurement,unit
G2_22,Group 2,115.430,23,demo_measurement,unit
G2_22,Group 2,100.085,24,demo_measurement,unit
G2_22,Group 2,104.160,25,demo_measurement,unit
G2_22,Group 2,107.095,26,demo_measurement,unit
G2_22,Group 2,86.042,27,demo_measurement,unit
G2_22,Group 2,105.814,28,demo_measurement,unit
G2_22,Group 2,105.425,29,demo_measurement,unit
G2_22,Group 2,95.837,30,demo_measurement,unit
G2_22,Group 2,111.217,31,demo_measurement,unit
G2_22,Group 2,104.342,32,demo_measurement,unit
G2_22,Group 2,111.714,33,demo_measurement,unit
G2_22,Group 2,121.643,34,demo_measurement,unit
G2_22,Group 2,110.921,35,demo_measurement,unit
G2_22,Group 2,95.869,36,demo_measurement,unit
G2_22,Group 2,114.369,37,demo_measurement,unit
G2_22,Group 2,111.774,38,demo_measurement,unit
G2_22,Group 2,107.586,39,demo_measurement,unit
G2_22,Group 2,84.574,40,demo_measurement,unit
G2_22,Group 2,121.352,41,demo_measurement,unit
G2_22,Group 2,109.888,42,demo_measurement,unit
G2_22,Group 2,112.017,43,demo_measurement,unit
G2_22,Group 2,105.530,44,demo_measurement,unit
G2_22,Group 2,106.798,45,demo_measurement,unit
G2_22,Group 2,98.231,46,demo_measurement,unit
G2_22,Group 2,94.187,47,demo_measurement,unit
G2_22,Group 2,106.600,48,demo_measurement,unit
G2_22,Group 2,101.775,49,demo_measurement,unit
G2_22,Group 2,103.020,50,demo_measurement,unit
G2_23,Group 2,101.029,1,demo_measurement,unit
G2_23,Group 2,106.117,2,demo_measurement,unit
G2_23,Group 2,122.325,3,demo_measurement,unit
G2_23,Group 2,113.110,4,demo_measurement,unit
G2_23,Group 2,106.084,5,demo_measurement,unit
G2_23,Group 2,103.665,6,demo_measurement,unit
G2_23,Group 2,137.729,7,demo_measurement,unit
G2_23,Group 2,86.799,8,demo_measurement,unit
G2_23,Group 2,94.966,9,demo_measurement,unit
G2_23,Group 2,103.137,10,demo_measurement,unit
G2_23,Group 2,124.154,11,demo_measurement,unit
G2_23,Group 2,113.004,12,demo_measurement,unit
G2_23,Group 2,108.817,13,demo_measurement,unit
G2_23,Group 2,100.843,14,demo_measurement,unit
G2_23,Group 2,119.334,15,demo_measurement,unit
G2_23,Group 2,106.533,16,demo_measurement,unit
G2_23,Group 2,90.555,17,demo_measurement,unit
G2_23,Group 2,103.453,18,demo_measurement,unit
G2_23,Group 2,122.042,19,demo_measurement,unit
G2_23,Group 2,123.388,20,demo_measurement,unit
G2_23,Group 2,131.938,21,demo_measurement,unit
G2_23,Group 2,96.502,22,demo_measurement,unit
G2_23,Group 2,96.367,23,demo_measurement,unit
G2_23,Group 2,92.667,24,demo_measurement,unit
G2_23,Group 2,94.575,25,demo_measurement,unit
G2_23,Group 2,106.896,26,demo_measurement,unit
G2_23,Group 2,100.315,27,demo_measurement,unit
G2_23,Group 2,93.037,28,demo_measurement,unit
G2_23,Group 2,121.356,29,demo_measurement,unit
G2_23,Group 2,117.135,30,demo_measurement,unit
G2_23,Group 2,102.325,31,demo_measurement,unit
G2_23,Group 2,115.511,32,demo_measurement,unit
G2_23,Group 2,102.461,33,demo_measurement,unit
G2_23,Group 2,127.309,34,demo_measurement,unit
G2_23,Group 2,86.988,35,demo_measurement,unit
G2_23,Group 2,105.830,36,demo_measurement,unit
G2_23,Group 2,93.619,37,demo_measurement,unit
G2_23,Group 2,101.349,38,demo_measurement,unit
G2_23,Group 2,122.336,39,demo_measurement,unit
G2_23,Group 2,113.958,40,demo_measurement,unit
G2_23,Group 2,110.008,41,demo_measurement,unit
G2_23,Group 2,128.444,42,demo_measurement,unit
G2_23,Group 2,124.375,43,demo_measurement,unit
G2_23,Group 2,112.139,44,demo_measurement,unit
G2_23,Group 2,94.912,45,demo_measurement,unit
G2_23,Group 2,101.948,46,demo_measurement,unit
G2_23,Group 2,114.162,47,demo_measurement,unit
G2_23,Group 2,100.152,48,demo_measurement,unit
G2_23,Group 2,130.053,49,demo_measurement,unit
G2_23,Group 2,137.445,50,demo_measurement,unit
G2_24,Group 2,118.975,1,demo_measurement,unit
G2_24,Group 2,93.932,2,demo_measurement,unit
G2_24,Group 2,115.863,3,demo_measurement,unit
G2_24,Group 2,117.995,4,demo_measurement,unit
G2_24,Group 2,117.727,5,demo_measurement,unit
G2_24,Group 2,105.689,6,demo_measurement,unit
G2_24,Group 2,107.694,7,demo_measurement,unit
G2_24,Group 2,117.785,8,demo_measurement,unit
G2_24,Group 2,133.238,9,demo_measurement,unit
G2_24,Group 2,94.818,10,demo_measurement,unit
G2_24,Group 2,78.212,11,demo_measurement,unit
G2_24,Group 2,115.082,12,demo_measurement,unit
G2_24,Group 2,109.211,13,demo_measurement,unit
G2_24,Group 2,112.575,14,demo_measurement,unit
G2_24,Group 2,99.531,15,demo_measurement,unit
G2_24,Group 2,84.508,16,demo_measurement,unit
G2_24,Group 2,86.338,17,demo_measurement,unit
G2_24,Group 2,89.159,18,demo_measurement,unit
G2_24,Group 2,116.074,19,demo_measurement,unit
G2_24,Group 2,110.720,20,demo_measurement,unit
G2_24,Group 2,110.314,21,demo_measurement,unit
G2_24,Group 2,86.540,22,demo_measurement,unit
G2_24,Group 2,117.991,23,demo_measurement,unit
G2_24,Group 2,113.818,24,demo_measurement,unit
G2_24,Group 2,107.197,25,demo_measurement,unit
G2_24,Group 2,112.155,26,demo_measurement,unit
G2_24,Group 2,103.357,27,demo_measurement,unit
G2_24,Group 2,118.341,28,demo_measurement,unit
G2_24,Group 2,114.474,29,demo_measurement,unit
G2_24,Group 2,117.483,30,demo_measurement,unit
G2_24,Group 2,91.723,31,demo_measurement,unit
G2_24,Group 2,80.527,32,demo_measurement,unit
G2_24,Group 2,94.131,33,demo_measurement,unit
G2_24,Group 2,85.986,34,demo_measurement,unit
G2_24,Group 2,109.792,35,demo_measurement,unit
G2_24,Group 2,98.020,36,demo_measurement,unit
G2_24,Group 2,103.990,37,demo_measurement,unit
G2_24,Group 2,108.747,38,demo_measurement,unit
G2_24,Group 2,122.118,39,demo_measurement,unit
G2_24,Group 2,101.436,40,demo_measurement,unit
G2_24,Group 2,110.805,41,demo_measurement,unit
G2_24,Group 2,112.673,42,demo_measurement,unit
G2_24,Group 2,114.411,43,demo_measurement,unit
G2_24,Group 2,135.558,44,demo_measurement,unit
G2_24,Group 2,118.426,45,demo_measurement,unit
G2_24,Group 2,101.173,46,demo_measurement,unit
G2_24,Group 2,102.245,47,demo_measurement,unit
G2_24,Group 2,100.419,48,demo_measurement,unit
G2_24,Group 2,119.761,49,demo_measurement,unit
G2_24,Group 2,95.266,50,demo_measurement,unit
G2_25,Group 2,89.725,1,demo_measurement,unit
G2_25,Group 2,96.659,2,demo_measurement,unit
G2_25,Group 2,106.825,3,demo_measurement,unit
G2_25,Group 2,91.602,4,demo_measurement,unit
G2_25,Group 2,93.534,5,demo_measurement,unit
G2_25,Group 2,102.659,6,demo_measurement,unit
G2_25,Group 2,88.308,7,demo_measurement,unit
G2_25,Group 2,87.770,8,demo_measurement,unit
G2_25,Group 2,122.858,9,demo_measurement,unit
G2_25,Group 2,111.139,10,demo_measurement,unit
G2_25,Group 2,103.420,11,demo_measurement,unit
G2_25,Group 2,115.824,12,demo_measurement,unit
G2_25,Group 2,87.597,13,demo_measurement,unit
G2_25,Group 2,114.165,14,demo_measurement,unit
G2_25,Group 2,101.635,15,demo_measurement,unit
G2_25,Group 2,103.857,16,demo_measurement,unit
G2_25,Group 2,109.449,17,demo_measurement,unit
G2_25,Group 2,105.393,18,demo_measurement,unit
G2_25,Group 2,94.001,19,demo_measurement,unit
G2_25,Group 2,91.429,20,demo_measurement,unit
G2_25,Group 2,104.821,21,demo_measurement,unit
G2_25,Group 2,107.194,22,demo_measurement,unit
G2_25,Group 2,108.833,23,demo_measurement,unit
G2_25,Group 2,98.986,24,demo_measurement,unit
G2_25,Group 2,120.113,25,demo_measurement,unit
G2_25,Group 2,120.164,26,demo_measurement,unit
G2_25,Group 2,127.523,27,demo_measurement,unit
G2_25,Group 2,112.737,28,demo_measurement,unit
G2_25,Group 2,114.899,29,demo_measurement,unit
G2_25,Group 2,126.750,30,demo_measurement,unit
G2_25,Group 2,120.234,31,demo_measurement,unit
G2_25,Group 2,111.929,32,demo_measurement,unit
G2_25,Group 2,104.418,33,demo_measurement,unit
G2_25,Group 2,124.485,34,demo_measurement,unit
G2_25,Group 2,108.517,35,demo_measurement,unit
G2_25,Group 2,113.714,36,demo_measurement,unit
G2_25,Group 2,127.507,37,demo_measurement,unit
G2_25,Group 2,112.806,38,demo_measurement,unit
G2_25,Group 2,109.456,39,demo_measurement,unit
G2_25,Group 2,114.424,40,demo_measurement,unit
G2_25,Group 2,105.827,41,demo_measurement,unit
G2_25,Group 2,112.208,42,demo_measurement,unit
G2_25,Group 2,111.938,43,demo_measurement,unit
G2_25,Group 2,120.792,44,demo_measurement,unit
G2_25,Group 2,82.084,45,demo_measurement,unit
G2_25,Group 2,120.642,46,demo_measurement,unit
G2_25,Group 2,108.780,47,demo_measurement,unit
G2_25,Group 2,87.958,48,demo_measurement,unit
G2_25,Group 2,88.478,49,demo_measurement,unit
G2_25,Group 2,140.506,50,demo_measurement,unit
G2_26,Group 2,101.694,1,demo_measurement,unit
G2_26,Group 2,112.721,2,demo_measurement,unit
G2_26,Group 2,104.435,3,demo_measurement,unit
G2_26,Group 2,102.680,4,demo_measurement,unit
G2_26,Group 2,103.944,5,demo_measurement,unit
G2_26,Group 2,99.332,6,demo_measurement,unit
G2_26,Group 2,100.769,7,demo_measurement,unit
G2_26,Group 2,108.220,8,demo_measurement,unit
G2_26,Group 2,122.080,9,demo_measurement,unit
